title,description,link,parameters
pandas.tseries.offsets.DateOffset.apply_index,Vectorized apply of DateOffset to DatetimeIndex.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.DateOffset.apply_index.html,
pandas.tseries.offsets.DateOffset.apply,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.DateOffset.apply.html,
pandas.tseries.offsets.DateOffset.is_month_end,Return boolean whether a timestamp occurs on the month end.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.DateOffset.is_month_end.html,
pandas.tseries.offsets.DateOffset.is_month_start,Return boolean whether a timestamp occurs on the month start.,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.DateOffset.is_month_start.html,
pandas.tseries.offsets.DateOffset.n,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.DateOffset.n.html,
pandas.tseries.offsets.DateOffset.rule_code,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.DateOffset.rule_code.html,
pandas.tseries.offsets.DateOffset.normalize,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.DateOffset.normalize.html,
pandas.tseries.offsets.DateOffset.nanos,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.DateOffset.nanos.html,
pandas.tseries.offsets.DateOffset.name,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.DateOffset.name.html,
pandas.tseries.offsets.DateOffset.kwds,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.DateOffset.kwds.html,
pandas.tseries.offsets.DateOffset.freqstr,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.DateOffset.freqstr.html,
pandas.tseries.offsets.DateOffset,,https://pandas.pydata.org/docs/reference/api/pandas.tseries.offsets.DateOffset.html,
pandas.api.indexers.FixedForwardWindowIndexer,,https://pandas.pydata.org/docs/reference/api/pandas.api.indexers.FixedForwardWindowIndexer.html,"index_array=None,window_size=0,**kwargs"
pandas.api.indexers.BaseIndexer,,https://pandas.pydata.org/docs/reference/api/pandas.api.indexers.BaseIndexer.html,"index_array=None,window_size=0,**kwargs"
pandas.core.window.ewm.ExponentialMovingWindow.cov,Calculate the ewm (exponential weighted moment) sample covariance.,https://pandas.pydata.org/docs/reference/api/pandas.core.window.ewm.ExponentialMovingWindow.cov.html,"other=None,pairwise=None,bias=False,numeric_only=False,**kwargs"
pandas.core.window.ewm.ExponentialMovingWindow.corr,Calculate the ewm (exponential weighted moment) sample correlation.,https://pandas.pydata.org/docs/reference/api/pandas.core.window.ewm.ExponentialMovingWindow.corr.html,"other=None,pairwise=None,numeric_only=False,**kwargs"
pandas.core.window.ewm.ExponentialMovingWindow.var,Calculate the ewm (exponential weighted moment) variance.,https://pandas.pydata.org/docs/reference/api/pandas.core.window.ewm.ExponentialMovingWindow.var.html,"bias=False,numeric_only=False,*args,**kwargs"
pandas.core.window.ewm.ExponentialMovingWindow.std,Calculate the ewm (exponential weighted moment) standard deviation.,https://pandas.pydata.org/docs/reference/api/pandas.core.window.ewm.ExponentialMovingWindow.std.html,"bias=False,numeric_only=False,*args,**kwargs"
pandas.core.window.ewm.ExponentialMovingWindow.sum,Calculate the ewm (exponential weighted moment) sum.,https://pandas.pydata.org/docs/reference/api/pandas.core.window.ewm.ExponentialMovingWindow.sum.html,"numeric_only=False,*args,engine=None,engine_kwargs=None,**kwargs"
pandas.core.window.ewm.ExponentialMovingWindow.mean,Calculate the ewm (exponential weighted moment) mean.,https://pandas.pydata.org/docs/reference/api/pandas.core.window.ewm.ExponentialMovingWindow.mean.html,"numeric_only=False,*args,engine=None,engine_kwargs=None,**kwargs"
pandas.core.window.expanding.Expanding.rank,Calculate the expanding rank.,https://pandas.pydata.org/docs/reference/api/pandas.core.window.expanding.Expanding.rank.html,"method='average',ascending=True,pct=False,numeric_only=False,**kwargs"
pandas.core.window.expanding.Expanding.sem,Calculate the expanding standard error of mean.,https://pandas.pydata.org/docs/reference/api/pandas.core.window.expanding.Expanding.sem.html,"ddof=1,numeric_only=False,*args,**kwargs"
pandas.core.window.expanding.Expanding.quantile,Calculate the expanding quantile.,https://pandas.pydata.org/docs/reference/api/pandas.core.window.expanding.Expanding.quantile.html,"quantile,interpolation='linear',numeric_only=False,**kwargs"
pandas.core.window.expanding.Expanding.aggregate,Aggregate using one or more operations over the specified axis.,https://pandas.pydata.org/docs/reference/api/pandas.core.window.expanding.Expanding.aggregate.html,"func,*args,**kwargs"
pandas.core.window.expanding.Expanding.apply,Calculate the expanding custom aggregation function.,https://pandas.pydata.org/docs/reference/api/pandas.core.window.expanding.Expanding.apply.html,"func,raw=False,engine=None,engine_kwargs=None,args=None,kwargs=None"
pandas.core.window.expanding.Expanding.kurt,Calculate the expanding Fisher’s definition of kurtosis without bias.,https://pandas.pydata.org/docs/reference/api/pandas.core.window.expanding.Expanding.kurt.html,"numeric_only=False,**kwargs"
pandas.core.window.expanding.Expanding.skew,Calculate the expanding unbiased skewness.,https://pandas.pydata.org/docs/reference/api/pandas.core.window.expanding.Expanding.skew.html,"numeric_only=False,**kwargs"
pandas.core.window.expanding.Expanding.cov,Calculate the expanding sample covariance.,https://pandas.pydata.org/docs/reference/api/pandas.core.window.expanding.Expanding.cov.html,"other=None,pairwise=None,ddof=1,numeric_only=False,**kwargs"
pandas.core.window.expanding.Expanding.corr,Calculate the expanding correlation.,https://pandas.pydata.org/docs/reference/api/pandas.core.window.expanding.Expanding.corr.html,"other=None,pairwise=None,ddof=1,numeric_only=False,**kwargs"
pandas.core.window.expanding.Expanding.max,Calculate the expanding maximum.,https://pandas.pydata.org/docs/reference/api/pandas.core.window.expanding.Expanding.max.html,"numeric_only=False,*args,engine=None,engine_kwargs=None,**kwargs"
pandas.core.window.expanding.Expanding.min,Calculate the expanding minimum.,https://pandas.pydata.org/docs/reference/api/pandas.core.window.expanding.Expanding.min.html,"numeric_only=False,*args,engine=None,engine_kwargs=None,**kwargs"
pandas.core.window.expanding.Expanding.std,Calculate the expanding standard deviation.,https://pandas.pydata.org/docs/reference/api/pandas.core.window.expanding.Expanding.std.html,"ddof=1,numeric_only=False,*args,engine=None,engine_kwargs=None,**kwargs"
pandas.core.window.expanding.Expanding.var,Calculate the expanding variance.,https://pandas.pydata.org/docs/reference/api/pandas.core.window.expanding.Expanding.var.html,"ddof=1,numeric_only=False,*args,engine=None,engine_kwargs=None,**kwargs"
pandas.core.window.expanding.Expanding.median,Calculate the expanding median.,https://pandas.pydata.org/docs/reference/api/pandas.core.window.expanding.Expanding.median.html,"numeric_only=False,engine=None,engine_kwargs=None,**kwargs"
pandas.core.window.expanding.Expanding.mean,Calculate the expanding mean.,https://pandas.pydata.org/docs/reference/api/pandas.core.window.expanding.Expanding.mean.html,"numeric_only=False,*args,engine=None,engine_kwargs=None,**kwargs"
pandas.core.window.expanding.Expanding.sum,Calculate the expanding sum.,https://pandas.pydata.org/docs/reference/api/pandas.core.window.expanding.Expanding.sum.html,"numeric_only=False,*args,engine=None,engine_kwargs=None,**kwargs"
pandas.core.window.expanding.Expanding.count,Calculate the expanding count of non NaN observations.,https://pandas.pydata.org/docs/reference/api/pandas.core.window.expanding.Expanding.count.html,numeric_only=False
pandas.core.window.rolling.Window.std,Calculate the rolling weighted window standard deviation.,https://pandas.pydata.org/docs/reference/api/pandas.core.window.rolling.Window.std.html,"ddof=1,numeric_only=False,*args,**kwargs"
pandas.core.window.rolling.Window.var,Calculate the rolling weighted window variance.,https://pandas.pydata.org/docs/reference/api/pandas.core.window.rolling.Window.var.html,"ddof=1,numeric_only=False,*args,**kwargs"
pandas.core.window.rolling.Window.sum,Calculate the rolling weighted window sum.,https://pandas.pydata.org/docs/reference/api/pandas.core.window.rolling.Window.sum.html,"numeric_only=False,*args,**kwargs"
pandas.core.window.rolling.Window.mean,Calculate the rolling weighted window mean.,https://pandas.pydata.org/docs/reference/api/pandas.core.window.rolling.Window.mean.html,"numeric_only=False,*args,**kwargs"
pandas.core.window.rolling.Rolling.rank,Calculate the rolling rank.,https://pandas.pydata.org/docs/reference/api/pandas.core.window.rolling.Rolling.rank.html,"method='average',ascending=True,pct=False,numeric_only=False,**kwargs"
pandas.core.window.rolling.Rolling.sem,Calculate the rolling standard error of mean.,https://pandas.pydata.org/docs/reference/api/pandas.core.window.rolling.Rolling.sem.html,"ddof=1,numeric_only=False,*args,**kwargs"
pandas.core.window.rolling.Rolling.quantile,Calculate the rolling quantile.,https://pandas.pydata.org/docs/reference/api/pandas.core.window.rolling.Rolling.quantile.html,"quantile,interpolation='linear',numeric_only=False,**kwargs"
pandas.core.window.rolling.Rolling.aggregate,Aggregate using one or more operations over the specified axis.,https://pandas.pydata.org/docs/reference/api/pandas.core.window.rolling.Rolling.aggregate.html,"func,*args,**kwargs"
pandas.core.window.rolling.Rolling.apply,Calculate the rolling custom aggregation function.,https://pandas.pydata.org/docs/reference/api/pandas.core.window.rolling.Rolling.apply.html,"func,raw=False,engine=None,engine_kwargs=None,args=None,kwargs=None"
pandas.core.window.rolling.Rolling.kurt,Calculate the rolling Fisher’s definition of kurtosis without bias.,https://pandas.pydata.org/docs/reference/api/pandas.core.window.rolling.Rolling.kurt.html,"numeric_only=False,**kwargs"
pandas.core.window.rolling.Rolling.skew,Calculate the rolling unbiased skewness.,https://pandas.pydata.org/docs/reference/api/pandas.core.window.rolling.Rolling.skew.html,"numeric_only=False,**kwargs"
pandas.core.window.rolling.Rolling.cov,Calculate the rolling sample covariance.,https://pandas.pydata.org/docs/reference/api/pandas.core.window.rolling.Rolling.cov.html,"other=None,pairwise=None,ddof=1,numeric_only=False,**kwargs"
pandas.core.window.rolling.Rolling.corr,Calculate the rolling correlation.,https://pandas.pydata.org/docs/reference/api/pandas.core.window.rolling.Rolling.corr.html,"other=None,pairwise=None,ddof=1,numeric_only=False,**kwargs"
pandas.core.window.rolling.Rolling.max,Calculate the rolling maximum.,https://pandas.pydata.org/docs/reference/api/pandas.core.window.rolling.Rolling.max.html,"numeric_only=False,*args,engine=None,engine_kwargs=None,**kwargs"
pandas.core.window.rolling.Rolling.min,Calculate the rolling minimum.,https://pandas.pydata.org/docs/reference/api/pandas.core.window.rolling.Rolling.min.html,"numeric_only=False,*args,engine=None,engine_kwargs=None,**kwargs"
pandas.core.window.rolling.Rolling.std,Calculate the rolling standard deviation.,https://pandas.pydata.org/docs/reference/api/pandas.core.window.rolling.Rolling.std.html,"ddof=1,numeric_only=False,*args,engine=None,engine_kwargs=None,**kwargs"
pandas.core.window.rolling.Rolling.var,Calculate the rolling variance.,https://pandas.pydata.org/docs/reference/api/pandas.core.window.rolling.Rolling.var.html,"ddof=1,numeric_only=False,*args,engine=None,engine_kwargs=None,**kwargs"
pandas.core.window.rolling.Rolling.median,Calculate the rolling median.,https://pandas.pydata.org/docs/reference/api/pandas.core.window.rolling.Rolling.median.html,"numeric_only=False,engine=None,engine_kwargs=None,**kwargs"
pandas.core.window.rolling.Rolling.mean,Calculate the rolling mean.,https://pandas.pydata.org/docs/reference/api/pandas.core.window.rolling.Rolling.mean.html,"numeric_only=False,*args,engine=None,engine_kwargs=None,**kwargs"
pandas.core.window.rolling.Rolling.sum,Calculate the rolling sum.,https://pandas.pydata.org/docs/reference/api/pandas.core.window.rolling.Rolling.sum.html,"numeric_only=False,*args,engine=None,engine_kwargs=None,**kwargs"
pandas.core.window.rolling.Rolling.count,Calculate the rolling count of non NaN observations.,https://pandas.pydata.org/docs/reference/api/pandas.core.window.rolling.Rolling.count.html,numeric_only=False
pandas.core.groupby.DataFrameGroupBy.corrwith,,https://pandas.pydata.org/docs/reference/api/pandas.core.groupby.DataFrameGroupBy.corrwith.html,
pandas.core.groupby.SeriesGroupBy.is_monotonic_decreasing,,https://pandas.pydata.org/docs/reference/api/pandas.core.groupby.SeriesGroupBy.is_monotonic_decreasing.html,
pandas.core.groupby.SeriesGroupBy.is_monotonic_increasing,,https://pandas.pydata.org/docs/reference/api/pandas.core.groupby.SeriesGroupBy.is_monotonic_increasing.html,
pandas.core.groupby.SeriesGroupBy.unique,,https://pandas.pydata.org/docs/reference/api/pandas.core.groupby.SeriesGroupBy.unique.html,
pandas.core.groupby.SeriesGroupBy.nsmallest,Return the smallest n elements.,https://pandas.pydata.org/docs/reference/api/pandas.core.groupby.SeriesGroupBy.nsmallest.html,"n=5,keep='first'"
pandas.core.groupby.SeriesGroupBy.nlargest,Return the largest n elements.,https://pandas.pydata.org/docs/reference/api/pandas.core.groupby.SeriesGroupBy.nlargest.html,"n=5,keep='first'"
pandas.core.groupby.SeriesGroupBy.hist,,https://pandas.pydata.org/docs/reference/api/pandas.core.groupby.SeriesGroupBy.hist.html,
pandas.core.groupby.DataFrameGroupBy.value_counts,Return a Series or DataFrame containing counts of unique rows.,https://pandas.pydata.org/docs/reference/api/pandas.core.groupby.DataFrameGroupBy.value_counts.html,"subset=None,normalize=False,sort=True,ascending=False,dropna=True"
pandas.core.groupby.DataFrameGroupBy.tshift,,https://pandas.pydata.org/docs/reference/api/pandas.core.groupby.DataFrameGroupBy.tshift.html,
pandas.core.groupby.DataFrameGroupBy.take,,https://pandas.pydata.org/docs/reference/api/pandas.core.groupby.DataFrameGroupBy.take.html,
pandas.core.groupby.DataFrameGroupBy.skew,,https://pandas.pydata.org/docs/reference/api/pandas.core.groupby.DataFrameGroupBy.skew.html,
pandas.core.groupby.DataFrameGroupBy.size,Compute group sizes.,https://pandas.pydata.org/docs/reference/api/pandas.core.groupby.DataFrameGroupBy.size.html,
pandas.core.groupby.DataFrameGroupBy.shift,Shift each group by periods observations.,https://pandas.pydata.org/docs/reference/api/pandas.core.groupby.DataFrameGroupBy.shift.html,"periods=1,freq=None,axis=0,fill_value=None"
pandas.core.groupby.DataFrameGroupBy.sample,Return a random sample of items from each group.,https://pandas.pydata.org/docs/reference/api/pandas.core.groupby.DataFrameGroupBy.sample.html,"n=None,frac=None,replace=False,weights=None,random_state=None"
pandas.core.groupby.DataFrameGroupBy.resample,Provide resampling when using a TimeGrouper.,https://pandas.pydata.org/docs/reference/api/pandas.core.groupby.DataFrameGroupBy.resample.html,"rule,*args,**kwargs"
pandas.core.groupby.DataFrameGroupBy.rank,Provide the rank of values within each group.,https://pandas.pydata.org/docs/reference/api/pandas.core.groupby.DataFrameGroupBy.rank.html,"method='average',ascending=True,na_option='keep',pct=False,axis=0"
pandas.core.groupby.DataFrameGroupBy.quantile,"Return group values at the given quantile, a la numpy.percentile.",https://pandas.pydata.org/docs/reference/api/pandas.core.groupby.DataFrameGroupBy.quantile.html,"q=0.5,interpolation='linear',numeric_only=_NoDefault.no_default"
pandas.core.groupby.DataFrameGroupBy.plot,,https://pandas.pydata.org/docs/reference/api/pandas.core.groupby.DataFrameGroupBy.plot.html,
pandas.core.groupby.DataFrameGroupBy.pct_change,Calculate pct_change of each value to previous entry in group.,https://pandas.pydata.org/docs/reference/api/pandas.core.groupby.DataFrameGroupBy.pct_change.html,"periods=1,fill_method='ffill',limit=None,freq=None,axis=0"
pandas.core.groupby.DataFrameGroupBy.pad,Forward fill the values.,https://pandas.pydata.org/docs/reference/api/pandas.core.groupby.DataFrameGroupBy.pad.html,limit=None
pandas.core.groupby.DataFrameGroupBy.nunique,Return DataFrame with counts of unique elements in each position.,https://pandas.pydata.org/docs/reference/api/pandas.core.groupby.DataFrameGroupBy.nunique.html,dropna=True
